a	0.24760634497213357
x	0.10913161530033821
b	0.046158243223931784
t	0.04582479874243796
h	0.045300814557233365
c	0.04525317963130567
n	0.03925117896441671
q	0.037536321631019866
k	0.03667889296432144
d	0.03615490877911685
z	0.034964035630924595
m	0.034773495927213835
l	0.032296479778973944
s	0.03129614633449245
v	0.025532320297241937
p	0.02305530414900205
u	0.019863764111846805
e	0.016148239889486972
y	0.016052970037631592
o	0.015243176296860858
f	0.013671223741247083
w	0.011241842518934883
g	0.009860429667031868
i	0.009431715333682656
r	0.008955366074405753
j	0.008717191444767304
